id,year,exclude,Film,Lead Studio,Rotten Tomatoes,Audience Score,Story,Genre,Number of Theatres in Opening Weekend (US),Box Office Average per Cinema,Domestic Gross,Foreign Gross,Worldwide Gross,Budget,Profit,Proftitability,Opening Weekend,Oscar,Bafta,Source,Column
533,2009,y,Amelia ,,21,35,Quest,Adventure,820,4761,14.2,5,19.2,40,-20.8,0.48,3.9,,,http://www.the-numbers.com/movies/records/allbudgets.php,
534,2009,,Angels & Demons ,Sony,36,65,The Riddle,Mystery,3527,13100,133.4,352.6,485.9,150,335.9,3.24,46.2,,,http://www.the-numbers.com/movies/records/allbudgets.php,
535,2009,y,Armored ,,40,34,Temptation,Action,1915,3400,16,0,16,20,-4,0.8,6.5,,,http://boxofficemojo.com/movies/?id=armored.htm,
536,2009,y,Astro Boy ,,49,53,Quest,Animation,3014,2224,19.55,12.04,31.59,65,-33.41,0.49,6.7,,,http://www.the-numbers.com/movies/records/allbudgets.php,
537,2009,,Avatar ,Fox,83,92,Metamorphosis,Action,3452,22313,743.8,1969,2712.85,237,2475.85,11.45,77,,,http://www.the-numbers.com/movies/2009/AVATR.php,
538,2009,y,Away We Go ,,67,74,Discovery,Comedy,4,32603,9.5,0.77,10.2,21,-10.8,0.49,0.13,,,http://www.the-numbers.com/movies/records/allbudgets.php,
539,2009,y,Bandslam ,,79,60,Maturation,Comedy,2121,1052,5.2,6.9,12.1,20,-7.9,0.61,2.2,,,http://en.wikipedia.org/wiki/Bandslam,
540,2009,,Bride Wars ,Fox,11,56,Comedy,Comedy,3226,6528,100.4,13.4,114.7,30,84.7,3.82,21.1,,,http://www.the-numbers.com/movies/records/allbudgets.php,
541,2009,y,Brothers ,,61,62,Transformation,Drama,2088,4563,28.5,11,39.5,26,13.5,1.52,9.5,,,http://boxofficemojo.com/movies/?id=brothers09.htm,
542,2009,,Bruno ,Universal,68,48,Comedy,Comedy,2756,11110,60.1,70.7,130.8,42,88.8,3.11,30.6,,,http://www.the-numbers.com/movies/2009/BRUNO.php,
543,2009,y,Cirque du Freak: The Vampire's Assistant ,,38,50,Discovery,Action,2754,2285,13.9,14.3,28.2,40,-11.8,0.71,6.3,,,http://www.the-numbers.com/movies/records/allbudgets.php,
544,2009,,Cloudy with a Chance of Meatballs ,Sony,86,70,Comedy,Animation,3119,9716,124.9,87.8,212.7,100,112.7,2.13,30.3,,,http://www.the-numbers.com/movies/records/allbudgets.php,
545,2009,y,Confessions of a Shopaholic ,,24,53,Comedy,Comedy,2507,6010,44.27,63.57,108.3,70,38.3,1.55,15,,,http://www.the-numbers.com/movies/2009/SHOPA.php,
546,2009,,Coraline ,Universal,89,77,Journey And Return,Animation,2299,7329,75.3,46.6,121.9,60,61.9,2.03,16.8,,,http://www.the-numbers.com/movies/records/allbudgets.php,
547,2009,,Couples Retreat ,Universal,12,47,Comedy,Comedy,3000,11429,109.2,57.2,166.4,60,106.4,2.77,34.3,,,http://www.the-numbers.com/movies/records/allbudgets.php,
548,2009,y,Crank: High Voltage ,,62,54,Pursuit,Action,2223,3133,13.7,20.8,34.5,12.9,21.6,2.67,7,,,http://www.boxofficemojo.com/movies/?id=crank2.htm,
549,2009,y,Dance Flick ,,17,35,Comedy,Action,2450,4344,25.66,6.43,32.09,25,7.09,1.28,10.6,,,http://www.the-numbers.com/movies/records/allbudgets.php,
550,2009,y,Did You Hear About the Morgans? ,,12,31,Comedy,Comedy,2718,2434,6.1,41.3,47.5,58,-10.5,0.82,6.6,,,http://boxofficemojo.com/movies/?id=grantparker09.htm,
551,2009,,District 9 ,Independent,91,81,Metamorphosis,Action,3049,12251,115.6,89.2,204.8,30,174.8,6.83,37.4,,,http://www.the-numbers.com/movies/records/allbudgets.php,
552,2009,,Drag Me to Hell ,Universal,92,61,Monster Force,Horror,2508,6310,77.2,8.1,86.7,30,56.7,2.89,15.8,,,http://www.the-numbers.com/movies/records/allbudgets.php,
553,2009,y,Dragonball Evolution ,,15,28,Quest,Action,2181,2181,9.36,48.87,58.23,30,28.23,1.94,4.8,,,http://www.the-numbers.com/movies/2009/DRGNB.php,
554,2009,y,Duplicity ,,64,38,Rivalry,Romance,2574,5425,55.4,21.4,78.1,60,18.1,1.3,14,,,http://boxofficemojo.com/movies/?id=duplicity.htm,
555,2009,y,Everybody's Fine ,,46,55,Discovery,Drama,2133,1806,9.2,4.7,13.9,21,-7.1,0.66,3.9,,,http://boxofficemojo.com/movies/?id=everybodysfine09.htm,
556,2009,y,Extract ,,62,37,Comedy,Comedy,1611,2694,8.8,2,10.8,7.5,3.3,1.44,4.3,,,http://www.the-numbers.com/movies/records/allbudgets.php,
557,2009,,Fame,MGM,25,43,Maturation,Comedy,3096,3234,22.5,55.5,78,18,60,4.33,10,,,http://www.the-numbers.com/movies/records/allbudgets.php,
558,2009,,Fast and Furious ,Universal,28,76,Revenge,Action,3461,20500,155.1,188,343,85,258,4.04,70.9,,,http://boxofficemojo.com/movies/?id=fastandthefurious4.htm,
559,2009,y,Fired Up! ,,22,52,Comedy,Comedy,1810,3030,17.2,1.4,18.6,20,-1.4,0.93,5.5,,,http://boxofficemojo.com/movies/?id=firedup.htm,
560,2009,,Friday the 13th,Paramount,25,52,Monster Force,Horror,3105,13066,65,26.4,91.4,19,72.4,4.81,40.6,,,http://www.the-numbers.com/movies/records/allbudgets.php,
561,2009,y,Funny People ,,68,58,Transformation,Comedy,,,22.5,47.3,71.5,70,1.5,1.02,22.7,,,http://www.the-numbers.com/movies/records/allbudgets.php,
562,2009,,G-Force ,Disney,22,50,Comedy,Action,3697,8576,119.4,165.6,285.1,82.5,202.6,3.46,31.7,,,http://www.the-numbers.com/movies/records/allbudgets.php,
563,2009,,G.I. Joe: The Rise of Cobra ,Paramount,33,62,Pursuit,Action,4007,13654,150.2,151.9,302.1,175,127.1,1.73,54.7,,,http://www.the-numbers.com/movies/records/allbudgets.php,
564,2009,y,Gamer ,,29,43,Revenge,Action,2502,3659,20.53,14.53,35.1,12.5,22.6,2.81,9.2,,,http://www.the-numbers.com/movies/2009/CGAME.php,
565,2009,y,Ghosts of Girlfriends Past ,,27,47,Love,Comedy,3175,4854,51.5,48.4,101.9,50,51.9,2.04,15.4,,,http://www.the-numbers.com/interactive/newsStory.php?newsID=4189,
566,2009,y,Halloween II,,20,45,Escape,Horror,3025,5405,31.7,5.8,37.7,15,22.7,2.51,16.3,,,http://www.the-numbers.com/movies/records/allbudgets.php,
567,2009,,Hannah Montana: The Movie ,Disney,44,66,Maturation,Comedy,3118,10367,79.58,70.52,150.09,35,115.09,4.29,32.3,,,http://www.the-numbers.com/movies/2009/HANNA.php,
568,2009,,Harry Potter and the Half-Blood Prince ,Warner Bros.,83,75,Quest,Adventure,4325,17997,302,632,934,250,684,3.74,77.8,,,http://www.the-numbers.com/movies/records/allbudgets.php,
569,2009,,He's Just Not That Into You ,Warner Bros.,42,60,Love,Comedy,3175,8751,94,84.5,178.4,25,153.4,7.14,27.8,,,http://en.wikipedia.org/wiki/He's_Just_Not_That_into_You_(film),
570,2009,y,Hotel for Dogs ,,46,57,Comedy,Comedy,3271,5201,73,45.2,118.2,35,83.2,3.38,17,,,http://www.the-numbers.com/movies/2009/HTLDG.php,
571,2009,y,I Love You Beth Cooper ,,14,38,Comedy,Comedy,1856,2648,14.8,0.94,15.7,18,-2.3,0.87,4.9,,,http://www.the-numbers.com/movies/records/allbudgets.php,
572,2009,y,"I Love You, Man ",,83,72,Comedy,Comedy,2711,6570,71.4,20,91.4,30,61.4,3.05,17.8,,,http://boxofficemojo.com/movies/?id=iloveyouman.htm,
573,2009,,Ice Age: Dawn of the Dinosaurs ,Fox,45,72,Quest,Animation,4099,10171,196.6,687.9,884.5,90,794.5,9.83,41.7,,,http://www.the-numbers.com/movies/records/allbudgets.php,
574,2009,y,Imagine That ,,38,44,Comedy,Comedy,3008,1830,16.12,6.86,22.99,55,-32.01,0.42,5.5,,,http://boxofficemojo.com/movies/?id=imaginethat.htm,
575,2009,,Inglourious Basterds ,Universal,88,87,Underdog,Adventure,3135,12024,120.5,193,313.6,70,243.6,4.48,38,Supporting Actor,Supporting Actor,http://www.the-numbers.com/movies/records/allbudgets.php,
576,2009,,Inkheart ,Warner Bros.,39,51,Quest,Adventure,2655,2862,43.3,16.9,62.5,60,2.5,1.04,7.6,,,http://boxofficemojo.com/movies/?id=inkheart.htm,
577,2009,,Invictus,Warner Bros.,75,74,Underdog,Biography,2125,4052,38.1,11.6,53.9,60,-6.1,0.9,8.6,,,http://boxofficemojo.com/movies/?id=eastwood09.htm,
578,2009,,It's Complicated ,Universal,56,63,Love,Comedy,2887,7655,112.73,105.4,218.1,75,143.1,2.91,22.1,,,http://www.the-numbers.com/movies/2009/CMPLC.php,
579,2009,y,Jennifer's Body ,,42,37,Monster Force,Comedy,2702,2542,16.2,2.6,18.8,16,2.8,1.18,6.9,,,http://www.the-numbers.com/movies/records/allbudgets.php,
580,2009,y,Julie & Julia ,,74,69,Underdog,Biography,2354,8508,73,43.9,118.6,40,78.6,2.97,20,,,http://www.the-numbers.com/movies/records/allbudgets.php,
581,2009,,Knowing ,Independent,33,50,Escape,Drama,3332,7384,146.3,37,183.3,50,133.3,3.67,24.6,,,http://www.the-numbers.com/movies/records/allbudgets.php,
582,2009,y,Land of the Lost ,,26,38,Journey And Return,Drama,3521,5350,1.5,66.4,68.8,100,-31.2,0.69,18.8,,,http://www.the-numbers.com/movies/records/allbudgets.php,
583,2009,y,Law Abiding Citizen ,,25,77,Revenge,Crime,2890,7280,73.4,29.1,102.5,53,49.5,1.93,21,,,http://www.the-numbers.com/movies/2009/LACTZ.php,
584,2009,y,Love Happens ,,18,40,Love,Drama,1898,4245,22.9,11.2,33.1,18,15.1,1.84,8.1,,,http://www.the-numbers.com/movies/records/allbudgets.php,
585,2009,y,Michael Jackson's This Is It ,,81,82,Tragedy,Documentary,3481,6675,72.1,180,252.01,60,192.01,4.2,23.3,,,http://www.the-numbers.com/movies/2009/JACKO.php,
586,2009,,Monsters Vs. Aliens ,Paramount,72,65,Monster Force,Animation,4104,14454,198.4,183.2,381.5,175,206.5,2.18,59.3,,,http://boxofficemojo.com/movies/?id=monstersvsaliens.htm,
587,2009,,My Bloody Valentine 3-D ,Lionsgate,57,48,Pursuit,Crime,2534,8383,38.6,60.8,100,14,86,7.14,21.2,,,http://www.the-numbers.com/movies/records/allbudgets.php,
588,2009,y,My Life in Ruins ,,9,43,Comedy,Comedy,1164,2769,8.67,9.34,18.01,17,1.01,1.06,3.2,,,http://www.the-numbers.com/movies/2009/MLFRU.php,
589,2009,y,My Sister's Keeper ,,47,73,Escape,Drama,2606,4774,71.4,20,91.7,27.5,64.2,3.33,12.4,,,http://www.the-numbers.com/movies/records/allbudgets.php,
590,2009,y,Next Day Air ,,21,27,Comedy,Action,1138,3613,10,0,10,3,7,3.33,4.1,,,http://en.wikipedia.org/wiki/Next_Day_Air,
591,2009,,Night at the Museum: Battle of the Smithsonian ,Fox,43,60,Quest,Action,4096,13226,177.2,235.8,413,150,263,2.75,54.2,,,http://www.the-numbers.com/movies/records/allbudgets.php,
592,2009,y,Nine ,,37,40,Discovery,Drama,1412,3862,19.2,10.3,29.5,80,-50.5,0.37,5.45,,,http://boxofficemojo.com/movies/?id=nine.htm,
593,2009,y,Ninja Assassin ,,25,57,Revenge,Action,2503,5320,27.7,21.6,49.8,50,-0.2,1,13.3,,,http://www.the-numbers.com/movies/records/allbudgets.php,
594,2009,y,Not Easily Broken ,,34,66,Love,Drama,724,7340,10.6,0.14,10.7,5,5.7,2.14,5.3,,,http://www.the-numbers.com/movies/records/allbudgets.php,
595,2009,,Notorious,Fox,50,66,Tragedy,Biography,1638,12514,20.4,19,40.5,19,21.5,2.13,20.5,,,http://www.the-numbers.com/movies/records/allbudgets.php,
596,2009,y,Observe and Report ,,51,40,Comedy,Comedy,2727,4040,24,0.87,24.9,18,6.9,1.38,11,,,http://boxofficemojo.com/movies/?id=observeandreport.htm,
597,2009,,Obsessed ,Sony,20,50,Rivalry,Drama,2514,11318,41,32.4,73.8,20,53.8,3.69,28.6,,,http://boxofficemojo.com/movies/?id=obsessed.htm,
598,2009,y,Old Dogs ,,5,49,Comedy,Comedy,3425,4933,9.4,48.1,57.6,35,22.6,1.65,16.9,,,http://boxofficemojo.com/movies/?id=olddogs.htm,
599,2009,y,Orphan ,,55,65,Escape,Horror,2750,4681,68.3,5.5,75.8,30,45.8,2.53,12.8,,,http://www.the-numbers.com/interactive/newsStory.php?newsID=4328,
600,2009,y,Pandorum ,,28,49,Monster Force,Action,2506,1765,10.3,6.7,17,40,-23,0.43,4.4,,,http://www.the-numbers.com/movies/2009/PNDRM.php,
601,2009,,Paranormal Activity ,Independent,82,56,Monster Force,Horror,760,25813,107.92,63.41,171.3,0.015,171.285,"11,420.00",19.6,,,http://www.the-numbers.com/movies/records/allbudgets.php,
602,2009,,Paul Blart: Mall Cop ,Sony,33,50,Comedy,Action,3144,10125,80,103.3,183.3,26,157.3,7.05,31.8,,,http://www.the-numbers.com/movies/records/allbudgets.php,
603,2009,y,"Pirate Radio (The Boat that Rocked, UK)",,60,72,Comedy,Comedy,882,3293,33.3,2.2,36.3,50,-13.7,0.73,2.9,,,http://boxofficemojo.com/movies/?id=boatthatrocked.htm,
604,2009,,Planet 51 ,Independent,22,45,Comedy,Animation,3035,4048,51.9,19.6,73.4,50,23.4,1.47,12.3,,,http://www.the-numbers.com/movies/records/allbudgets.php,
605,2009,y,Post Grad ,,7,31,Maturation,Comedy,1959,1354,6.38,0,6.38,15,-8.62,0.43,2.6,,,http://www.the-numbers.com/movies/2009/POSTG.php,
606,2009,y,Public Enemies ,,67,65,Underdog,Biography,3334,7580,97.1,117,214.1,102.5,111.6,2.09,25.2,,,http://www.the-numbers.com/movies/records/allbudgets.php,
607,2009,y,Push ,,22,47,Quest,Action,2313,4358,31.7,12.6,44.4,38,6.4,1.17,10.1,,,http://www.the-numbers.com/movies/records/allbudgets.php,
608,2009,y,Race to Witch Mountain ,,42,50,Quest,Action,3187,7651,67.17,37.93,105.1,50,55.1,2.1,24.4,,,http://www.the-numbers.com/movies/2009/WCMTN.php,
609,2009,,Saw VI ,Independent,40,67,Escape,Horror,3036,4650,31.8,17,49.3,11,38.3,4.48,14.1,,,http://www.the-numbers.com/movies/records/allbudgets.php,
610,2009,,Sherlock Holmes ,Warner Bros.,70,81,The Riddle,Action,3626,17183,197.6,197,394.6,90,304.6,4.38,62.3,,,http://boxofficemojo.com/movies/?id=sherlockholmes.htm,
611,2009,y,Sorority Row ,,22,38,Pursuit,Horror,2665,1899,11.97,1.6,13.56,12.5,1.06,1.08,5.1,,,http://www.the-numbers.com/movies/records/allbudgets.php,
612,2009,,Star Trek ,Paramount,94,91,Revenge,Action,3849,19539,257.7,127.8,385.5,140,245.5,2.75,75.2,,,http://www.the-numbers.com/movies/records/allbudgets.php,
613,2009,y,State of Play ,,84,71,The Riddle,Crime,2803,5020,37.02,51.32,88.3,60,28.3,1.47,14.1,,,http://www.the-numbers.com/movies/2009/STPLY.php,
614,2009,y,Street Fighter: The Legend of Chun-Li ,,16,28,Revenge,Action,1136,4156,9.14,3.2,12.34,50,-37.66,0.25,4.7,,,http://www.the-numbers.com/movies/2009/STRFT.php,
615,2009,y,Sunshine Cleaning ,,72,59,Transformation,Comedy,,,12.1,2.5,14.6,5,9.6,2.92,0.9,,,http://www.the-numbers.com/movies/2009/SUNCL.php,
616,2009,y,Surrogates ,,39,42,Pursuit,Action,2951,5050,73.3,24,99.4,80,19.4,1.24,14.9,,,http://boxofficemojo.com/movies/?id=surrogates.htm,
617,2009,,Taken ,Independent,58,83,Pursuit,Action,3183,7765,145,81.8,226.8,25,201.8,9.07,24.7,,,http://www.the-numbers.com/movies/records/allbudgets.php,
618,2009,y,Taking Woodstock ,,48,48,Quest,Comedy,1393,2482,7.5,2.5,9.9,29,-19.1,0.34,3.5,,,http://www.the-numbers.com/movies/records/allbudgets.php,
619,2009,,Terminator Salvation ,Independent,33,64,Monster Force,Action,3530,12056,125.3,246.7,372,200,172,1.86,42.6,,,http://www.the-numbers.com/movies/records/allbudgets.php,
620,2009,,The Blind Side ,Independent,65,90,Rags To Riches,Biography,3110,10971,255.8,39.3,295.1,29,266.1,10.18,34.1,Best Actress,,http://www.the-numbers.com/movies/2009/BLDSD.php,
621,2009,y,The Box ,,46,27,Temptation,Drama,2635,2873,15.1,11.3,26.34,25,1.34,1.05,7.6,,,http://www.the-numbers.com/movies/2009/THBOX.php,
622,2009,,Fantastic Mr. Fox ,Fox,93,80,Rivalry,Animation,2033,3426,20.5,21.8,42.78,40,2.78,1.07,7,,,http://boxofficemojo.com/movies/?id=fantasticmrfox.htm,
623,2009,,The Final Destination ,Warner Bros.,29,52,Escape,Horror,3121,8782,66.5,86.1,152.6,40,112.6,3.82,27.4,,,http://www.the-numbers.com/movies/records/allbudgets.php,
624,2009,y,The Fourth Kind ,,18,44,Monster Force,Mystery,2527,4840,26.22,5.5,31.72,10,21.72,3.17,12.2,,,http://www.boxofficemojo.com/movies/?id=traveling.htm,
625,2009,,The Hangover ,Warner Bros.,79,87,Comedy,Comedy,3269,13759,277.3,190,467.3,35,432.3,13.35,45,,,http://www.the-numbers.com/movies/records/allbudgets.php,
626,2009,y,The Haunting in Connecticut ,,17,51,Monster Force,Drama,2732,8420,42.7,33.8,76.8,30,46.8,2.56,23,,,http://www.the-numbers.com/interactive/newsStory.php?newsID=4064,
627,2009,,The Hurt Locker ,Independent,97,83,Quest,Drama,4,36338,14.7,3.4,18.1,15,3.1,1.21,0.14,"Best Picture, Director, Original Screenplay","Film, Director, Original Screenplay",http://www.the-numbers.com/movies/2009/HURTL.php,
628,2009,y,The Informant! ,,78,42,Comedy,Comedy,2505,4177,13.7,20.8,35.5,22,13.5,1.61,10.5,,,http://www.the-numbers.com/movies/records/allbudgets.php,
629,2009,y,The International ,,58,39,The Riddle,Action,2364,3947,25.5,34.7,60.2,50,10.2,1.2,9.3,,,http://boxofficemojo.com/movies/?id=international.htm,
630,2009,y,The Invention of Lying ,,56,47,Love,Comedy,1707,4117,23.1,8.5,32,18.5,13.5,1.73,7,,,http://www.the-numbers.com/movies/records/allbudgets.php,
631,2009,,The Lovely Bones ,Paramount,32,57,Tragedy,Drama,2563,6635,44,48.3,92.3,65,27.3,1.42,17,,,http://www.the-numbers.com/movies/2009/LVBON.php,
632,2009,,The Men Who Stare at Goats ,Independent,52,43,Comedy,Comedy,2443,5201,32.4,15.8,48.2,24,24.2,2.01,12.7,,,http://www.the-numbers.com/movies/records/allbudgets.php,
633,2009,y,The Pink Panther 2 ,,12,47,Comedy,Adventure,3243,3573,41.6,34.2,75.9,59,16.9,1.29,11.6,,,http://www.freebase.com/view/en/the_pink_panther_2,
634,2009,y,The Princess and the Frog ,,84,72,Metamorphosis,Animation,3434,7050,104.3,143,247.3,105,142.3,2.36,24.2,,,http://www.the-numbers.com/movies/2009/FROGP.php,
635,2009,,The Proposal ,Disney,43,74,Love,Comedy,3056,11004,164,150.7,314.7,40,274.7,7.87,33.6,,,http://www.the-numbers.com/movies/records/allbudgets.php,
636,2009,,The Road ,The Weinstein Company,75,65,Quest,Adventure,111,13534,7.9,6.5,14.3,25,-10.7,0.57,1.5,,,http://boxofficemojo.com/movies/?id=road08.htm,
637,2009,y,The Soloist ,,56,59,Quest,Drama,2024,4801,31.7,6.2,37.92,60,-22.08,0.63,9.7,,,http://www.the-numbers.com/movies/2009/SOLOS.php,
638,2009,y,The Stepfather,,12,48,Rescue,Mystery,2734,4236,29.1,2.13,31.2,20,11.2,1.56,11.6,,,http://www.boxofficemojo.com/movies/?id=stepfather09.htm,
639,2009,,The Taking of Pelham 1 2 3 ,Sony,51,60,Rescue,Action,3074,7603,65.5,84.6,150,110,40,1.36,4.7,,,http://www.the-numbers.com/movies/records/allbudgets.php,
640,2009,,The Time Traveler's Wife ,Paramount,38,65,Love,Drama,2988,6233,40.6,37.6,79.7,39,40.7,2.04,18.6,,,http://www.the-numbers.com/movies/records/allbudgets.php,
641,2009,,The Twilight Saga: New Moon ,Summit,27,78,Love,Drama,4024,35497,293.8,410.3,704.2,50,654.2,14.08,142.8,,,http://boxofficemojo.com/movies/?id=newmoon.htm,
642,2009,,The Ugly Truth ,Independent,14,68,Love,Comedy,2882,9579,88.9,116.4,205.3,38,167.3,5.4,27.6,,,http://www.the-numbers.com/movies/records/allbudgets.php,
643,2009,,The Unborn,Relativity Media,11,39,Monster Force,Horror,2357,8405,35.9,40,76.5,16,60.5,4.78,19.8,,,http://www.the-numbers.com/movies/records/allbudgets.php,
644,2009,y,The Uninvited ,,31,52,Monster Force,Drama,2344,4405,28.6,14.1,42.7,,42.7,,10.3,,,http://www.the-numbers.com/movies/2009/UNVIT.php,
645,2009,,Transformers: Revenge of the Fallen ,Paramount,20,76,Revenge,Action,4234,25736,402.1,434.2,836.3,210,626.3,3.98,109,,,http://www.the-numbers.com/movies/records/allbudgets.php,
646,2009,,Underworld: Rise of the Lycans ,Sony,30,68,Rivalry,Action,2942,7080,37,50.8,91.1,35,56.1,2.6,20.8,,,http://boxofficemojo.com/movies/?id=underworld3.htm,
647,2009,,Up ,Disney,98,86,Journey And Return,Animation,3766,18085,293,434,727.1,175,552.1,4.15,68.1,Animated,Animated,http://www.the-numbers.com/movies/2009/UP.php,
648,2009,,Up in the Air ,Paramount,90,76,Maturation,Drama,1895,5947,83.82,78.2,162.02,25,137.02,6.48,11.2,,Adapted Screenplay,http://boxofficemojo.com/movies/?id=upintheair.htm,
649,2009,,Watchmen ,Warner Bros.,64,68,Sacrifice,Action,3611,15291,107.5,77.7,185.3,138,47.3,1.34,55.2,,,http://www.the-numbers.com/movies/records/allbudgets.php,
650,2009,y,Whatever Works ,,50,63,Discovery,Comedy,9,29574,5.3,23.7,29,15,14,1.93,0.26,,,http://en.wikipedia.org/wiki/Whatever_Works,
651,2009,,Where the Wild Things Are ,Warner Bros.,73,59,Journey And Return,Adventure,3735,8754,63.4,16.3,85.3,100,-14.7,0.85,32.7,,,http://www.the-numbers.com/movies/records/allbudgets.php,
652,2009,y,Whip It ,,84,73,Maturation,Drama,1721,2702,13,3,16,15,1,1.07,4.7,,,http://www.boxofficemojo.com/movies/?id=whipit.htm,
653,2009,y,Whiteout ,,7,28,Pursuit,Action,2745,1791,10.3,1.9,12.2,35,-22.8,0.35,4.9,,,http://www.the-numbers.com/movies/records/allbudgets.php,
654,2009,,X-Men Origins: Wolverine ,Fox,37,72,Revenge,Action,4099,20751,179.9,193.2,373.1,150,223.1,2.49,85.1,,,http://www.the-numbers.com/movies/records/allbudgets.php,
655,2009,y,Year One ,,14,31,Quest,Adventure,3022,6489,32.4,26.2,60.2,60,0.2,1,19.6,,,http://www.the-numbers.com/movies/records/allbudgets.php,
656,2009,,Zombieland ,Sony,90,87,Monster Force,Action,3036,8147,49.2,42.5,93.3,23.6,69.7,3.95,24.7,,,http://www.the-numbers.com/movies/records/allbudgets.php,
